id,name,type,rarity,weight_class,wiki_first_seen,inferred_era
6026,Scientific Staff,Weapon,Basic,,2015-09-08T17:16:51Z,Living World Season 2
6021,Scientific Sword,Weapon,Basic,,2015-09-08T17:17:47Z,Living World Season 2
6022,Scientific Torch,Weapon,Basic,,2015-09-08T17:18:55Z,Living World Season 2
6015,Scientific Warhorn,Weapon,Basic,,2015-09-08T17:20:03Z,Living World Season 2
6020,Scientific Longbow,Weapon,Basic,,2015-09-08T17:22:07Z,Living World Season 2
5919,Shadow Focus,Weapon,Basic,,2015-09-08T23:33:20Z,Living World Season 2
5952,Shadow Greatsword,Weapon,Basic,,2015-09-08T23:35:56Z,Living World Season 2
5904,Shadow Hammer,Weapon,Basic,,2015-09-08T23:37:45Z,Living World Season 2
5931,Shadow Longbow,Weapon,Basic,,2015-09-08T23:39:14Z,Living World Season 2
5916,Shadow Mace,Weapon,Basic,,2015-09-08T23:40:35Z,Living World Season 2
5882,Shadow Pistol,Weapon,Basic,,2015-09-08T23:42:02Z,Living World Season 2
5947,Shadow Rifle,Weapon,Basic,,2015-09-08T23:43:24Z,Living World Season 2
5930,Shadow Scepter,Weapon,Basic,,2015-09-08T23:44:40Z,Living World Season 2
5902,Shadow Shield,Weapon,Basic,,2015-09-08T23:46:52Z,Living World Season 2
5899,Shadow Short Bow,Weapon,Basic,,2015-09-08T23:48:35Z,Living World Season 2
5924,Shadow Staff,Weapon,Basic,,2015-09-08T23:49:59Z,Living World Season 2
5954,Shadow Sword,Weapon,Basic,,2015-09-08T23:51:17Z,Living World Season 2
5933,Shadow Torch,Weapon,Basic,,2015-09-08T23:52:59Z,Living World Season 2
5888,Shadow Warhorn,Weapon,Basic,,2015-09-08T23:54:29Z,Living World Season 2
5577,Tempest Focus,Weapon,Basic,,2015-09-09T07:48:05Z,Living World Season 2
5583,Tempest Greatsword,Weapon,Basic,,2015-09-09T07:49:43Z,Living World Season 2
5581,Tempest Hammer,Weapon,Basic,,2015-09-09T07:51:38Z,Living World Season 2
5579,Tempest Longbow,Weapon,Basic,,2015-09-09T07:53:08Z,Living World Season 2
5582,Tempest Mace,Weapon,Basic,,2015-09-09T07:54:39Z,Living World Season 2
5572,Tempest Pistol,Weapon,Basic,,2015-09-09T07:56:06Z,Living World Season 2
5578,Tempest Rifle,Weapon,Basic,,2015-09-09T07:57:26Z,Living World Season 2
5553,Tempest Scepter,Weapon,Basic,,2015-09-09T07:58:46Z,Living World Season 2
5574,Tempest Shield,Weapon,Basic,,2015-09-09T07:59:59Z,Living World Season 2
5570,Tempest Short Bow,Weapon,Basic,,2015-09-09T08:01:36Z,Living World Season 2
5563,Tempest Staff,Weapon,Basic,,2015-09-09T08:02:58Z,Living World Season 2
5562,Tempest Sword,Weapon,Basic,,2015-09-09T08:04:28Z,Living World Season 2
5558,Tempest Torch,Weapon,Basic,,2015-09-09T08:05:49Z,Living World Season 2
5549,Tempest Warhorn,Weapon,Basic,,2015-09-09T08:07:40Z,Living World Season 2
5810,Wintersday Focus,Weapon,Basic,,2015-09-09T08:12:36Z,Living World Season 2
5807,Wintersday Greatsword,Weapon,Basic,,2015-09-09T08:14:19Z,Living World Season 2
5799,Wintersday Hammer,Weapon,Basic,,2015-09-09T08:15:44Z,Living World Season 2
5798,Wintersday Longbow,Weapon,Basic,,2015-09-09T08:17:18Z,Living World Season 2
5804,Wintersday Mace,Weapon,Basic,,2015-09-09T08:18:42Z,Living World Season 2
5802,Wintersday Pistol,Weapon,Basic,,2015-09-09T08:20:07Z,Living World Season 2
5806,Wintersday Rifle,Weapon,Basic,,2015-09-09T08:21:31Z,Living World Season 2
5812,Wintersday Scepter,Weapon,Basic,,2015-09-09T08:23:52Z,Living World Season 2
5800,Wintersday Shield,Weapon,Basic,,2015-09-09T08:25:33Z,Living World Season 2
5808,Wintersday Short Bow,Weapon,Basic,,2015-09-09T08:27:42Z,Living World Season 2
5809,Wintersday Staff,Weapon,Basic,,2015-09-09T08:29:29Z,Living World Season 2
5797,Wintersday Sword,Weapon,Basic,,2015-09-09T08:31:02Z,Living World Season 2
5803,Wintersday Torch,Weapon,Basic,,2015-09-09T08:32:20Z,Living World Season 2
5801,Wintersday Warhorn,Weapon,Basic,,2015-09-09T08:33:35Z,Living World Season 2
4690,Annelid Rifle,Weapon,Basic,,2015-09-10T08:44:11Z,Living World Season 2
3722,Braham's Shield,Weapon,Basic,,2015-09-12T08:20:10Z,Living World Season 2
3805,Tiki Totem Shield,Weapon,Basic,,2015-09-12T08:43:52Z,Living World Season 2
3737,Rox's Short Bow,Weapon,Basic,,2015-09-13T09:13:05Z,Living World Season 2
3815,Kasmeer's Staff,Weapon,Basic,,2015-09-14T08:02:19Z,Living World Season 2
5988,Chain-Whip Sword,Weapon,Basic,,2015-09-14T08:35:48Z,Living World Season 2
3832,Shark's Tooth Sword,Weapon,Basic,,2015-09-14T08:55:19Z,Living World Season 2
1128,Deathly Avian Shoulderpads,Armor,Basic,Medium,2015-10-02T07:26:36Z,Living World Season 2
1116,Deathly Avian Pauldrons,Armor,Basic,Heavy,2015-10-02T07:26:45Z,Living World Season 2
1121,Deathly Avian Mantle,Armor,Basic,Light,2015-10-02T07:26:53Z,Living World Season 2
1119,Deathly Bull's Pauldrons,Armor,Basic,Heavy,2015-10-02T07:36:28Z,Living World Season 2
1131,Deathly Bull's Shoulderpads,Armor,Basic,Medium,2015-10-02T07:37:29Z,Living World Season 2
1123,Deathly Bull's Mantle,Armor,Basic,Light,2015-10-02T07:38:24Z,Living World Season 2
1120,Deathly Pauldrons,Armor,Basic,Heavy,2015-10-02T07:47:09Z,Living World Season 2
1136,Deathly Shoulderpads,Armor,Basic,Medium,2015-10-02T07:49:55Z,Living World Season 2
1126,Deathly Mantle,Armor,Basic,Light,2015-10-02T07:51:44Z,Living World Season 2
1325,Toxic Pauldron,Armor,Basic,Heavy,2015-10-02T17:00:55Z,Living World Season 2
1327,Toxic Shoulderpad,Armor,Basic,Medium,2015-10-02T17:01:52Z,Living World Season 2
1326,Toxic Mantle,Armor,Basic,Light,2015-10-02T17:02:36Z,Living World Season 2
802,Fire God's Heavy Vambraces,Armor,Basic,Heavy,2015-10-03T08:58:48Z,Living World Season 2
800,Fire God's Medium Vambraces,Armor,Basic,Medium,2015-10-03T08:59:00Z,Living World Season 2
804,Fire God's Light Vambraces,Armor,Basic,Light,2015-10-03T08:59:10Z,Living World Season 2
1329,Toxic Gloves,Armor,Basic,Light,2015-10-04T10:15:54Z,Living World Season 2
6078,Butterfly Wings Backpack,Back,Basic,,2015-10-20T17:09:59Z,Living World Season 2
6152,Nest,Weapon,Basic,,2015-10-24T04:05:38Z,Heart of Thorns
6216,Nightwing,Weapon,Basic,,2015-10-24T06:03:44Z,Heart of Thorns
6217,Karka Helm,Armor,Basic,Medium,2015-10-24T07:27:05Z,Heart of Thorns
6249,Karka Helm,Armor,Basic,Heavy,2015-10-24T07:27:05Z,Heart of Thorns
6493,Karka Helm,Armor,Basic,Light,2015-10-24T07:27:05Z,Heart of Thorns
6412,Bat Wings Backpack,Back,Basic,,2015-10-24T10:32:03Z,Heart of Thorns
6161,Nightfury,Armor,Basic,Medium,2015-10-25T01:56:36Z,Heart of Thorns
6252,Nightfury,Armor,Basic,Light,2015-10-25T01:56:36Z,Heart of Thorns
6306,Nightfury,Armor,Basic,Heavy,2015-10-25T01:56:36Z,Heart of Thorns
6312,Vassago,Weapon,Basic,,2015-10-25T06:35:56Z,Heart of Thorns
6115,Immortal Sword,Weapon,Basic,,2015-10-27T04:28:38Z,Heart of Thorns
6102,Immortal Hammer,Weapon,Basic,,2015-10-27T04:31:10Z,Heart of Thorns
6082,Immortal Longbow,Weapon,Basic,,2015-10-27T04:32:57Z,Heart of Thorns
6118,Immortal Short Bow,Weapon,Basic,,2015-10-27T07:24:27Z,Heart of Thorns
6111,Immortal Axe,Weapon,Basic,,2015-10-27T07:25:20Z,Heart of Thorns
6109,Immortal Dagger,Weapon,Basic,,2015-10-27T07:27:32Z,Heart of Thorns
6117,Immortal Greatsword,Weapon,Basic,,2015-10-27T07:28:22Z,Heart of Thorns
6081,Immortal Mace,Weapon,Basic,,2015-10-27T07:29:17Z,Heart of Thorns
6084,Immortal Pistol,Weapon,Basic,,2015-10-27T07:29:55Z,Heart of Thorns
6120,Immortal Rifle,Weapon,Basic,,2015-10-27T07:30:41Z,Heart of Thorns
6087,Immortal Scepter,Weapon,Basic,,2015-10-27T07:32:12Z,Heart of Thorns
6129,Immortal Staff,Weapon,Basic,,2015-10-27T07:33:33Z,Heart of Thorns
6079,Immortal Focus,Weapon,Basic,,2015-10-27T07:34:34Z,Heart of Thorns
6104,Immortal Torch,Weapon,Basic,,2015-10-27T07:37:21Z,Heart of Thorns
6099,Immortal Warhorn,Weapon,Basic,,2015-10-27T07:38:20Z,Heart of Thorns
6126,Immortal Shield,Weapon,Basic,,2015-10-27T07:39:06Z,Heart of Thorns
6273,Shackles of Madness,Armor,Basic,Light,2015-10-28T20:58:34Z,Heart of Thorns
6414,Shackles of Madness,Armor,Basic,Heavy,2015-10-28T20:58:34Z,Heart of Thorns
6487,Shackles of Madness,Armor,Basic,Medium,2015-10-28T20:58:34Z,Heart of Thorns
6242,Bough of Melandru,Back,Basic,,2015-10-31T21:45:20Z,Heart of Thorns
6160,Azimuth,Weapon,Basic,,2015-11-01T04:41:25Z,Heart of Thorns
6332,Leystone Mantle,Armor,Basic,Light,2015-11-01T09:13:56Z,Heart of Thorns
6192,Gold Fractal Rifle,Weapon,Basic,,2015-11-01T10:22:02Z,Heart of Thorns
6491,Lightward's Battlehammer,Weapon,Basic,,2015-11-02T19:36:50Z,Heart of Thorns
6450,Ley Guard's Protector,Weapon,Basic,,2015-11-02T23:00:08Z,Heart of Thorns
6359,Might of Brauer,Weapon,Basic,,2015-11-02T23:11:08Z,Heart of Thorns
6465,Seer's Warstaff,Weapon,Basic,,2015-11-02T23:12:50Z,Heart of Thorns
6185,Leystone Breastplate,Armor,Basic,Heavy,2015-11-02T23:27:51Z,Heart of Thorns
6369,Gold Fractal Warhorn,Weapon,Basic,,2015-11-03T16:00:23Z,Heart of Thorns
6449,Dread Quiver Backpack,Back,Basic,,2015-11-04T17:43:24Z,Heart of Thorns
6376,Glittering Staff,Weapon,Basic,,2015-11-04T22:03:00Z,Heart of Thorns
6358,Gold Fractal Staff,Weapon,Basic,,2015-11-05T10:03:47Z,Heart of Thorns
6373,Gold Fractal Axe,Weapon,Basic,,2015-11-05T12:13:02Z,Heart of Thorns
6194,Gold Fractal Dagger,Weapon,Basic,,2015-11-05T12:13:21Z,Heart of Thorns
6215,Gold Fractal Mace,Weapon,Basic,,2015-11-05T12:13:42Z,Heart of Thorns
6355,Gold Fractal Pistol,Weapon,Basic,,2015-11-05T12:15:09Z,Heart of Thorns
6443,Gold Fractal Scepter,Weapon,Basic,,2015-11-05T12:17:57Z,Heart of Thorns
6178,Gold Fractal Sword,Weapon,Basic,,2015-11-05T12:18:22Z,Heart of Thorns
6405,Gold Fractal Focus,Weapon,Basic,,2015-11-05T12:19:03Z,Heart of Thorns
6187,Gold Fractal Shield,Weapon,Basic,,2015-11-05T12:19:19Z,Heart of Thorns
6385,Gold Fractal Torch,Weapon,Basic,,2015-11-05T12:19:37Z,Heart of Thorns
6227,Gold Fractal Greatsword,Weapon,Basic,,2015-11-05T12:21:02Z,Heart of Thorns
6206,Gold Fractal Hammer,Weapon,Basic,,2015-11-05T12:21:33Z,Heart of Thorns
6323,Gold Fractal Longbow,Weapon,Basic,,2015-11-05T12:22:01Z,Heart of Thorns
6464,Gold Fractal Short Bow,Weapon,Basic,,2015-11-05T12:23:04Z,Heart of Thorns
6384,Gold Fractal Speargun,Weapon,Basic,,2015-11-05T12:24:33Z,Heart of Thorns
6439,Gold Fractal Harpoon,Weapon,Basic,,2015-11-05T12:25:29Z,Heart of Thorns
6155,Gold Fractal Trident,Weapon,Basic,,2015-11-05T12:25:59Z,Heart of Thorns
6241,Leystone Tassets,Armor,Basic,Heavy,2015-11-05T15:48:00Z,Heart of Thorns
6380,Glittering Axe,Weapon,Basic,,2015-11-05T19:02:22Z,Heart of Thorns
6263,Glittering Dagger,Weapon,Basic,,2015-11-05T19:05:39Z,Heart of Thorns
6277,Glittering Focus,Weapon,Basic,,2015-11-05T19:10:54Z,Heart of Thorns
6526,Glittering Greatsword,Weapon,Basic,,2015-11-05T19:14:48Z,Heart of Thorns
6266,Glittering Hammer,Weapon,Basic,,2015-11-05T19:17:49Z,Heart of Thorns
6239,Glittering Longbow,Weapon,Basic,,2015-11-05T19:20:17Z,Heart of Thorns
6294,Glittering Mace,Weapon,Basic,,2015-11-05T19:24:53Z,Heart of Thorns
6460,Glittering Pistol,Weapon,Basic,,2015-11-05T19:26:52Z,Heart of Thorns
6463,Glittering Rifle,Weapon,Basic,,2015-11-05T19:29:23Z,Heart of Thorns
6357,Glittering Scepter,Weapon,Basic,,2015-11-05T19:32:21Z,Heart of Thorns
6270,Glittering Shield,Weapon,Basic,,2015-11-05T19:36:23Z,Heart of Thorns
6337,Glittering Short Bow,Weapon,Basic,,2015-11-05T19:54:27Z,Heart of Thorns
6396,Glittering Sword,Weapon,Basic,,2015-11-05T19:56:30Z,Heart of Thorns
6445,Glittering Torch,Weapon,Basic,,2015-11-05T19:58:42Z,Heart of Thorns
6371,Glittering Warhorn,Weapon,Basic,,2015-11-05T20:00:27Z,Heart of Thorns
6431,Ghoul Backpack,Back,Basic,,2015-11-05T21:00:48Z,Heart of Thorns
6202,Finite Result,Back,Basic,,2015-11-06T01:13:03Z,Heart of Thorns
6132,Glittering Wings Backpack,Back,Basic,,2015-11-06T16:31:07Z,Heart of Thorns
6151,Leystone Pauldrons,Armor,Basic,Heavy,2015-11-07T20:32:14Z,Heart of Thorns
6248,Leystone Helmet,Armor,Basic,Heavy,2015-11-08T12:05:05Z,Heart of Thorns
6474,Upper Bound,Back,Basic,,2015-11-09T18:32:18Z,Heart of Thorns
6433,Leystone Vestments,Armor,Basic,Light,2015-11-10T11:03:22Z,Heart of Thorns
6055,Butterfly Harvesting Flute,Gathering,Basic,,2015-11-10T16:13:32Z,Heart of Thorns
6063,Swarm Logging Flute,Gathering,Basic,,2015-11-10T17:44:28Z,Heart of Thorns
6075,Firefly Mining Flute,Gathering,Basic,,2015-11-10T17:47:50Z,Heart of Thorns
4695,Lyssa's Gaze,Weapon,Basic,,2015-11-10T22:56:47Z,Heart of Thorns
6146,Leystone Leggings,Armor,Basic,Medium,2015-11-20T17:21:22Z,Heart of Thorns
6154,Leystone Jerkin,Armor,Basic,Medium,2015-11-20T18:01:30Z,Heart of Thorns
6344,Ad Infinitum,Back,Legendary,,2015-11-21T23:37:37Z,Heart of Thorns
6339,Leystone Cowl,Armor,Basic,Light,2015-11-23T14:46:39Z,Heart of Thorns
6308,Leystone Gloves,Armor,Basic,Light,2015-11-23T15:11:15Z,Heart of Thorns
6436,Leystone Pants,Armor,Basic,Light,2015-11-23T15:12:44Z,Heart of Thorns
6315,Leystone Shoes,Armor,Basic,Light,2015-11-23T15:13:14Z,Heart of Thorns
6317,Leystone Mask,Armor,Basic,Medium,2015-11-23T15:15:11Z,Heart of Thorns
6354,Leystone Shoulderpads,Armor,Basic,Medium,2015-11-23T15:16:54Z,Heart of Thorns
6148,Leystone Boots,Armor,Basic,Medium,2015-11-23T15:18:01Z,Heart of Thorns
6232,Leystone Vambraces,Armor,Basic,Medium,2015-11-23T15:20:05Z,Heart of Thorns
6426,Leystone Gauntlets,Armor,Basic,Heavy,2015-11-23T15:24:07Z,Heart of Thorns
6420,Leystone Greaves,Armor,Basic,Heavy,2015-11-23T15:26:05Z,Heart of Thorns
6561,The Ascension,Back,Legendary,,2015-12-01T04:26:32Z,Heart of Thorns
6558,Recruit's Wings of Glory,Back,Basic,,2015-12-02T02:17:28Z,Heart of Thorns
6560,Veteran's Wings of Glory,Back,Basic,,2015-12-02T02:19:54Z,Heart of Thorns
6573,Champion's Wings of Glory,Back,Basic,,2015-12-02T02:21:19Z,Heart of Thorns
6562,Elite's Wings of Glory,Back,Basic,,2015-12-02T02:22:35Z,Heart of Thorns
6556,Wings of Ascension,Back,Basic,,2015-12-02T02:31:05Z,Heart of Thorns
6554,Wintersday Wreath Backpack,Back,Basic,,2015-12-08T16:20:36Z,Heart of Thorns
6577,Winter's Presence,Armor,Basic,Heavy,2015-12-15T20:42:05Z,Heart of Thorns
6583,Winter's Presence,Armor,Basic,Medium,2015-12-15T20:42:05Z,Heart of Thorns
6586,Winter's Presence,Armor,Basic,Light,2015-12-15T20:42:05Z,Heart of Thorns
6390,Smasher,Weapon,Basic,,2015-12-16T14:11:52Z,Heart of Thorns
6615,Hawk Wings Backpack Skin,Back,Basic,,2016-01-22T21:18:52Z,Heart of Thorns
6620,Lucky Great Monkey Lantern,Back,Exotic,,2016-01-26T17:49:01Z,Heart of Thorns
6619,Lucky Monkey Lantern,Back,Rare,,2016-01-26T17:50:22Z,Heart of Thorns
6295,Oni Blade,Weapon,Basic,,2016-01-26T21:09:05Z,Heart of Thorns
6621,Branded Backpiece,Back,Basic,,2016-01-27T06:46:23Z,Heart of Thorns
6527,Golden Feather Wings Backpack,Back,Basic,,2016-02-16T16:18:50Z,Heart of Thorns
6668,Kaiser Snake Backpack Cover,Back,Basic,,2016-04-01T20:28:13Z,Heart of Thorns
6665,Kaiser Snake Axe,Weapon,Basic,,2016-04-04T15:39:07Z,Heart of Thorns
6679,Kaiser Snake Dagger,Weapon,Basic,,2016-04-04T15:53:26Z,Heart of Thorns
6675,Kaiser Snake Mace,Weapon,Basic,,2016-04-04T15:54:28Z,Heart of Thorns
6666,Kaiser Snake Pistol,Weapon,Basic,,2016-04-04T15:54:53Z,Heart of Thorns
6663,Kaiser Snake Scepter,Weapon,Basic,,2016-04-04T15:55:28Z,Heart of Thorns
6673,Kaiser Snake Sword,Weapon,Basic,,2016-04-04T15:57:14Z,Heart of Thorns
6678,Kaiser Snake Focus,Weapon,Basic,,2016-04-04T15:58:03Z,Heart of Thorns
6664,Kaiser Snake Shield,Weapon,Basic,,2016-04-04T15:59:16Z,Heart of Thorns
6670,Kaiser Snake Torch,Weapon,Basic,,2016-04-04T16:00:08Z,Heart of Thorns
6671,Kaiser Snake Warhorn,Weapon,Basic,,2016-04-04T16:00:53Z,Heart of Thorns
6677,Kaiser Snake Greatsword,Weapon,Basic,,2016-04-04T16:03:03Z,Heart of Thorns
6672,Kaiser Snake Hammer,Weapon,Basic,,2016-04-04T16:03:53Z,Heart of Thorns
6669,Kaiser Snake Longbow,Weapon,Basic,,2016-04-04T16:08:58Z,Heart of Thorns
6667,Kaiser Snake Rifle,Weapon,Basic,,2016-04-04T16:09:38Z,Heart of Thorns
6676,Kaiser Snake Short Bow,Weapon,Basic,,2016-04-04T16:10:19Z,Heart of Thorns
6674,Kaiser Snake Staff,Weapon,Basic,,2016-04-04T16:11:22Z,Heart of Thorns
6646,Dominator Axe,Weapon,Basic,,2016-04-07T18:30:18Z,Heart of Thorns
6631,Dominator Dagger,Weapon,Basic,,2016-04-07T18:37:16Z,Heart of Thorns
6637,Dominator Mace,Weapon,Basic,,2016-04-07T18:39:01Z,Heart of Thorns
6655,Dominator Pistol,Weapon,Basic,,2016-04-07T18:40:05Z,Heart of Thorns
6643,Dominator Sword,Weapon,Basic,,2016-04-07T18:41:17Z,Heart of Thorns
6653,Dominator Scepter,Weapon,Basic,,2016-04-07T18:42:12Z,Heart of Thorns
6650,Dominator Focus,Weapon,Basic,,2016-04-07T18:42:59Z,Heart of Thorns
6654,Dominator Shield,Weapon,Basic,,2016-04-07T18:43:54Z,Heart of Thorns
6640,Dominator Torch,Weapon,Basic,,2016-04-07T18:45:06Z,Heart of Thorns
6627,Dominator Warhorn,Weapon,Basic,,2016-04-07T18:46:24Z,Heart of Thorns
6648,Dominator Greatsword,Weapon,Basic,,2016-04-07T18:47:13Z,Heart of Thorns
6629,Dominator Hammer,Weapon,Basic,,2016-04-07T18:47:53Z,Heart of Thorns
6628,Dominator Longbow,Weapon,Basic,,2016-04-07T18:48:37Z,Heart of Thorns
6632,Dominator Rifle,Weapon,Basic,,2016-04-07T18:49:18Z,Heart of Thorns
6647,Dominator Short Bow,Weapon,Basic,,2016-04-07T18:50:06Z,Heart of Thorns
6656,Dominator Staff,Weapon,Basic,,2016-04-07T18:50:50Z,Heart of Thorns
6552,Merciless Axe,Weapon,Basic,,2016-04-07T18:55:41Z,Heart of Thorns
6572,Merciless Dagger,Weapon,Basic,,2016-04-07T18:56:57Z,Heart of Thorns
6551,Merciless Mace,Weapon,Basic,,2016-04-07T18:58:12Z,Heart of Thorns
6557,Merciless Pistol,Weapon,Basic,,2016-04-07T18:58:44Z,Heart of Thorns
6571,Merciless Sword,Weapon,Basic,,2016-04-07T18:59:26Z,Heart of Thorns
6569,Merciless Scepter,Weapon,Basic,,2016-04-07T19:00:03Z,Heart of Thorns
6567,Merciless Focus,Weapon,Basic,,2016-04-07T19:00:52Z,Heart of Thorns
6566,Merciless Shield,Weapon,Basic,,2016-04-07T19:01:29Z,Heart of Thorns
6574,Merciless Torch,Weapon,Basic,,2016-04-07T19:01:57Z,Heart of Thorns
6553,Merciless Warhorn,Weapon,Basic,,2016-04-07T19:02:36Z,Heart of Thorns
6564,Merciless Greatsword,Weapon,Basic,,2016-04-07T19:04:21Z,Heart of Thorns
6570,Merciless Longbow,Weapon,Basic,,2016-04-07T19:05:59Z,Heart of Thorns
6565,Merciless Rifle,Weapon,Basic,,2016-04-07T19:07:22Z,Heart of Thorns
6563,Merciless Short Bow,Weapon,Basic,,2016-04-07T19:07:50Z,Heart of Thorns
6568,Merciless Staff,Weapon,Basic,,2016-04-07T19:08:20Z,Heart of Thorns
6618,Brewmaster's Backpack,Back,Basic,,2016-04-10T06:32:42Z,Heart of Thorns
6712,Tigris,Weapon,Basic,,2016-04-19T17:32:37Z,Heart of Thorns
6734,Triumphant Warhelm,Armor,Basic,Heavy,2016-04-20T15:55:37Z,Heart of Thorns
6719,Triumphant Pauldrons,Armor,Basic,Heavy,2016-04-20T16:18:20Z,Heart of Thorns
6740,Triumphant Breastplate,Armor,Basic,Heavy,2016-04-20T16:26:24Z,Heart of Thorns
6730,Triumphant Gauntlets,Armor,Basic,Heavy,2016-04-20T16:28:29Z,Heart of Thorns
6726,Triumphant Legplates,Armor,Basic,Heavy,2016-04-20T16:33:09Z,Heart of Thorns
6682,Triumphant Wargreaves,Armor,Basic,Heavy,2016-04-20T16:46:11Z,Heart of Thorns
6725,Triumphant Faceguard,Armor,Basic,Medium,2016-04-20T16:51:14Z,Heart of Thorns
6733,Triumphant Shoulderguards,Armor,Basic,Medium,2016-04-20T16:55:06Z,Heart of Thorns
6685,Triumphant Brigandine,Armor,Basic,Medium,2016-04-20T16:58:45Z,Heart of Thorns
6684,Triumphant Wristplates,Armor,Basic,Medium,2016-04-20T17:00:36Z,Heart of Thorns
6687,Triumphant Legguards,Armor,Basic,Medium,2016-04-20T17:04:28Z,Heart of Thorns
6688,Triumphant Shinplates,Armor,Basic,Medium,2016-04-20T17:06:23Z,Heart of Thorns
6739,Triumphant Masque,Armor,Basic,Light,2016-04-20T17:08:30Z,Heart of Thorns
6722,Triumphant Epaulets,Armor,Basic,Light,2016-04-20T17:11:52Z,Heart of Thorns
6716,Triumphant Raiment,Armor,Basic,Light,2016-04-20T17:17:55Z,Heart of Thorns
6738,Triumphant Armguards,Armor,Basic,Light,2016-04-20T17:22:57Z,Heart of Thorns
6728,Triumphant Leggings,Armor,Basic,Light,2016-04-20T17:25:39Z,Heart of Thorns
6705,Triumphant Footgear,Armor,Basic,Light,2016-04-20T17:28:04Z,Heart of Thorns
3687,Greatsaw,Weapon,Basic,,2016-04-23T06:53:15Z,Heart of Thorns
3693,Ghastly Grinning Shield,Weapon,Basic,,2016-04-23T19:38:53Z,Heart of Thorns
6744,Macaw Wings Backpack,Back,Basic,,2016-05-04T10:43:32Z,Heart of Thorns
6203,Improvised Shield,Weapon,Basic,,2016-05-09T05:25:08Z,Heart of Thorns
6220,Improvised Axe,Weapon,Basic,,2016-05-09T05:36:46Z,Heart of Thorns
6251,Improvised Warhorn,Weapon,Basic,,2016-05-09T05:39:48Z,Heart of Thorns
6289,Improvised Staff,Weapon,Basic,,2016-05-09T05:55:49Z,Heart of Thorns
6326,Improvised Mace,Weapon,Basic,,2016-05-09T05:57:46Z,Heart of Thorns
6353,Radiant Backguard,Back,Basic,,2016-05-09T06:44:46Z,Heart of Thorns
6370,Improvised Rifle,Weapon,Basic,,2016-05-09T08:20:01Z,Heart of Thorns
6372,Improvised Longbow,Weapon,Basic,,2016-05-09T08:21:16Z,Heart of Thorns
6393,Improvised Focus,Weapon,Basic,,2016-05-09T08:22:40Z,Heart of Thorns
6455,Improvised Pistol,Weapon,Basic,,2016-05-09T08:32:48Z,Heart of Thorns
6478,Improvised Scepter,Weapon,Basic,,2016-05-09T08:37:52Z,Heart of Thorns
6488,Improvised Short Bow,Weapon,Basic,,2016-05-09T08:42:51Z,Heart of Thorns
6496,Improvised Dagger,Weapon,Basic,,2016-05-09T08:48:08Z,Heart of Thorns
6507,Improvised Greatsword,Weapon,Basic,,2016-05-09T08:49:11Z,Heart of Thorns
6510,Improvised Hammer,Weapon,Basic,,2016-05-09T08:53:36Z,Heart of Thorns
6516,Improvised Torch,Weapon,Basic,,2016-05-09T08:58:11Z,Heart of Thorns
6521,Improvised Sword,Weapon,Basic,,2016-05-09T17:04:48Z,Heart of Thorns
6529,Plasma Dagger,Weapon,Basic,,2016-05-09T17:08:11Z,Heart of Thorns
6530,Plasma Focus,Weapon,Basic,,2016-05-09T17:09:20Z,Heart of Thorns
6533,Plasma Rifle,Weapon,Basic,,2016-05-09T17:10:16Z,Heart of Thorns
6534,Plasma Axe,Weapon,Basic,,2016-05-09T17:11:14Z,Heart of Thorns
6535,Plasma Scepter,Weapon,Basic,,2016-05-09T17:12:19Z,Heart of Thorns
6537,Plasma Staff,Weapon,Basic,,2016-05-09T17:13:11Z,Heart of Thorns
6538,Plasma Sword,Weapon,Basic,,2016-05-09T17:14:00Z,Heart of Thorns
6540,Plasma Hammer,Weapon,Basic,,2016-05-09T17:14:50Z,Heart of Thorns
6541,Plasma Torch,Weapon,Basic,,2016-05-09T17:15:33Z,Heart of Thorns
6542,Plasma Shield,Weapon,Basic,,2016-05-09T17:16:19Z,Heart of Thorns
6544,Plasma Longbow,Weapon,Basic,,2016-05-09T17:17:06Z,Heart of Thorns
6545,Plasma Pistol,Weapon,Basic,,2016-05-09T17:17:52Z,Heart of Thorns
6546,Plasma Greatsword,Weapon,Basic,,2016-05-09T17:18:40Z,Heart of Thorns
6547,Plasma Mace,Weapon,Basic,,2016-05-09T17:19:35Z,Heart of Thorns
6549,Plasma Short Bow,Weapon,Basic,,2016-05-09T17:20:37Z,Heart of Thorns
6550,Plasma Warhorn,Weapon,Basic,,2016-05-09T17:21:23Z,Heart of Thorns
6576,Timekeeper Torch,Weapon,Basic,,2016-05-09T22:52:26Z,Heart of Thorns
6578,Timekeeper Shield,Weapon,Basic,,2016-05-09T22:53:29Z,Heart of Thorns
6580,Timekeeper Greatsword,Weapon,Basic,,2016-05-09T22:54:15Z,Heart of Thorns
6581,Timekeeper Rifle,Weapon,Basic,,2016-05-09T22:54:56Z,Heart of Thorns
6582,Timekeeper Axe,Weapon,Basic,,2016-05-09T22:55:43Z,Heart of Thorns
6587,Timekeeper Staff,Weapon,Basic,,2016-05-09T22:56:26Z,Heart of Thorns
6588,Timekeeper Sword,Weapon,Basic,,2016-05-09T22:57:14Z,Heart of Thorns
6589,Timekeeper Warhorn,Weapon,Basic,,2016-05-09T22:58:06Z,Heart of Thorns
